"Código Establecimiento","Nombre Establecimiento","ID Comuna","Nombre Comuna","Femenino","Masculino","Total Estudiantes"
"5132","ESCUELA RICARDO COLOMA DIAZ","8203","CAÑETE","7","10","17"
"5133","ESCUELA BASICA LLONCAO","8203","CAÑETE","5","4","9"
"5134","ESCUELA BASICA LA GRANJA","8203","CAÑETE","9","10","19"
"5140","ESCUELA BASICA FEDERICO GANA","8203","CAÑETE","4","7","11"
"5145","ESCUELA BASICA GARCIA HURTADO DE MENDOZA","8203","CAÑETE","4","4","8"
"5154","ESCUELA SAN LUIS DE CONTULMO","8204","CONTULMO","25","33","58"
"5157","ESCUELA BASICA GALVARINO","8203","CAÑETE","9","5","14"
"5158","ESCUELA BASICA JUAN AGUILERA JEREZ","8203","CAÑETE","6","7","13"
"5166","ESCUELA CALEBU","8204","CONTULMO","8","8","16"
"5172","ESCUELA BASICA JUAN LAVIN ALVEAR","8203","CAÑETE","5","3","8"
"5178","ESCUELA BASICA PEDRO ETCHEPARE BORDA","8203","CAÑETE","0","3","3"
"5192","ESCUELA ANA MOLINA","8207","TIRUA","6","7","13"
"5193","ESCUELA HECTOR ISAAC CARRASCO HELDT","8207","TIRUA","11","8","19"
"5194","ESCUELA ELOISA GONZALEZ","8207","TIRUA","25","15","40"
"5196","ESCUELA PRIMER AGUA","8207","TIRUA","9","7","16"
"5197","ESCUELA CASA DE PIEDRA","8207","TIRUA","4","4","8"
"5202","ESCUELA MAPODUNGUN","8207","TIRUA","7","12","19"
"5203","ESCUELA AGUA DE MOLINO","8207","TIRUA","1","1","2"
"5205","ESCUELA CHILLIMAPU","8207","TIRUA","3","8","11"
"5218","LICEO ENRIQUE BALLACEY COTTEREAU","9201","ANGOL","18","12","30"
"5220","ESCUELA HERMANOS CARRERA","9201","ANGOL","22","19","41"
"5221","ESCUELA BASICA NAHUELBUTA","9201","ANGOL","15","15","30"
"5224","ESCUELA REPUBLICA FEDERAL ALEMANA","9201","ANGOL","12","13","25"
"5225","COLEGIO MARÍA SYLVESTER RASCH","9201","ANGOL","11","15","26"
"5226","ESCUELA DIEGO DUBLE URRUTIA","9201","ANGOL","35","29","64"
"5227","ESCUELA JOSÉ ELÍAS BOLIVAR HERRERA","9201","ANGOL","10","24","34"
"5228","ESCUELA VILLA HUEQUEN","9201","ANGOL","20","28","48"
"5229","ESCUELA BASICA ARAGON","9201","ANGOL","41","53","94"
"5233","ESCUELA BASICA JUAN M. FERRIERE CAIRE","9201","ANGOL","0","2","2"
"5248","ESCUELA REPUBLICA DE AUSTRIA","9201","ANGOL","4","2","6"
"5249","ESC. BASICA MANUEL RODRIGUEZ","9201","ANGOL","5","9","14"
"5250","ESCUELA REGIMIENTO HUSARES","9201","ANGOL","2","3","5"
"5270","LICEO POLITECNICO DOMINGO STA MARIA","9209","RENAICO","13","15","28"
"5272","ESCUELA BASICA LOS NOGALES","9209","RENAICO","10","8","18"
"5273","ESCUELA MUNICIP. LA NOBEL GABRIELA","9209","RENAICO","7","12","19"
"5274","LICEO AGRICOLA FORESTAL MANZANARES","9209","RENAICO","2","4","6"
"5283","ESCUELA THOMAS ALBA EDISON","9202","COLLIPULLI","29","27","56"
"5284","ESCUELA BENJAMIN FRANKLIN","9202","COLLIPULLI","17","34","51"
"5286","ESCUELA BASICA VICTOR DURAN PEREZ","9202","COLLIPULLI","25","27","52"
"5288","ESCUELA MICHIGAN EL AMANECER","9202","COLLIPULLI","16","16","32"
"5289","ESCUELA MININCO","9202","COLLIPULLI","28","21","49"
"5290","ESCUELA NICOLAS PEREZ CARDENAS","9202","COLLIPULLI","5","10","15"
"5292","ESCUELA BASICA MIGUEL HUENTELEN","9202","COLLIPULLI","22","18","40"
"5324","ESCUELA MUNICIPAL FRONTERIZA","9205","LONQUIMAY","14","17","31"
"5326","ESCUELA BASICA MALALMAHUIDA","9205","LONQUIMAY","6","3","9"
"5327","ESCUELA DE LIUCURA","9205","LONQUIMAY","8","7","15"
"5333","ESCUELA DE ICALMA","9205","LONQUIMAY","7","14","21"
"5344","LICEO LAS ARAUCARIAS","9203","CURACAUTIN","40","39","79"
"5345","ESCUELA LUIS CRUZ MARTINEZ","9203","CURACAUTIN","9","8","17"
"5346","ESCUELA OSVALDO FUENTES BARRERA","9203","CURACAUTIN","5","8","13"
"5347","ESCUELA PATRICIO CHAVEZ SOTO","9203","CURACAUTIN","19","16","35"
"5348","RAMON EDUARDO RAMIREZ HENRIQUEZ","9203","CURACAUTIN","3","2","5"
"5353","ESCUELA BASICA REPUBLICA DE MEXICO","9203","CURACAUTIN","7","10","17"
"5363","ESCUELA  BASICA ALEJO TASCON","9203","CURACAUTIN","3","3","6"
"5374","LICEO ALONSO DE ERCILLA Y ZUÑIGA","9204","ERCILLA","17","19","36"
"5375","ESCUELA BASICA SALVADOR ALLENDE","9204","ERCILLA","10","8","18"
"5378","ESCUELA BASICA TEODOCIO URRUTIA","9204","ERCILLA","6","8","14"
"5382","ESCUELA MILLALEVIA","9204","ERCILLA","2","5","7"
"5395","ESCUELA MARCELA PAZ","9211","VICTORIA","25","25","50"
"5396","COLEGIO IGNACIO CARRERA PINTO","9211","VICTORIA","16","15","31"
"5398","ESCUELA HEROES DE IQUIQUE","9211","VICTORIA","16","12","28"
"5404","ESCUELA HERNAN TRIZANO AVEZZANA","9211","VICTORIA","3","3","6"
"5406","ESCUELA SELVA OSCURA","9211","VICTORIA","9","12","21"
"5407","ESCUELA BASICA PATRICIO LINCH","9211","VICTORIA","7","6","13"
"5408","ESCUELA PAILAHUEQUE","9211","VICTORIA","6","8","14"
"5411","ESCUELA MUNICIPAL MONICA GEBERT MEIER","9211","VICTORIA","8","5","13"
"5422","ESCUELA BASICA LAS CARDAS","9211","VICTORIA","1","4","5"
"5425","ESCUELA BASICA SANTA ELENA","9211","VICTORIA","1","1","2"
"5439","COMPLEJO EDUCACIONAL LUIS DURAND DURAND","9210","TRAIGUEN","10","7","17"
"5440","LICEO LUCILA GODOY ALCAYAGA","9210","TRAIGUEN","10","8","18"
"5441","ESCUELA REPUBLICA DE ISRAEL","9210","TRAIGUEN","24","28","52"
"5442","ESCUELA BASICA EMILIA ROMAGNA","9210","TRAIGUEN","33","29","62"
"5446","ESCUELA DIEGO PORTALES","9210","TRAIGUEN","5","5","10"
"5462","ESC. BASICA REDUCCION TEMULEMU","9210","TRAIGUEN","2","2","4"
"5470","ESCUELA BASICA REPUBLICA DE ITALIA","9207","LUMACO","18","20","38"
"5471","ESCUELA F-174 VALLE DE LUMACO","9207","LUMACO","29","32","61"
"5472","ESC. MUNICIPAL PICHIPELLAHUEN","9207","LUMACO","5","7","12"
"5508","ESCUELA PEDRO DE ONA","9208","PUREN","41","38","79"
"5509","LICEO BICENTENARIO INDÓMITO DE PURÉN","9208","PUREN","24","14","38"
"5510","ESCUELA ENZO FERRARI","9208","PUREN","14","14","28"
"5538","ESCUELA GUSTAVO VASQUEZ DIAZ","9206","LOS SAUCES","19","12","31"
"5539","ESCUELA DE LOS SAUCES","9206","LOS SAUCES","9","20","29"
"5541","ESC. BASICA ELENA MULLER M.","9206","LOS SAUCES","0","2","2"
"5569","LICEO GABRIELA MISTRAL DE TEMUCO","9101","TEMUCO","12","16","28"
"5570","LICEO PABLO NERUDA","9101","TEMUCO","51","36","87"
"5575","ESCUELA ARTURO PRAT","9101","TEMUCO","24","45","69"
"5578","ESCUELA LLAIMA","9101","TEMUCO","46","52","98"
"5580","ESCUELA CAMPOS DEPORTIVOS","9101","TEMUCO","38","43","81"
"5582","ESCUELA STANDAR","9101","TEMUCO","14","17","31"
"5583","ESCUELA SANTA ROSA","9101","TEMUCO","11","11","22"
"5585","ESCUELA VILLA ALEGRE","9101","TEMUCO","8","14","22"
"5588","ESCUELA MANUEL RECABARREN","9101","TEMUCO","19","14","33"
"5589","ESCUELA MILLARAY","9101","TEMUCO","16","12","28"
"5590","COMPLEJO EDUC. UN AMANECER EN LA ARAUCANIA","9101","TEMUCO","22","27","49"
"5592","ESCUELA ANDRES BELLO","9101","TEMUCO","13","13","26"
"5596","COLEGIO MUNDO MAGICO","9101","TEMUCO","46","46","92"
"5597","ESCUELA ALONSO DE ERCILLA","9101","TEMUCO","32","39","71"
"5599","ESCUELA DARIO SALAS","9112","PADRE LAS CASAS","16","20","36"
"5604","ESCUELA PEDRO DE VALDIVIA","9101","TEMUCO","12","11","23"
"5606","ESCUELA VILLA CAROLINA","9101","TEMUCO","10","17","27"
"5608","ESCUELA LOS AVELLANOS","9101","TEMUCO","7","13","20"
"5611","ESCUELA LOS TRIGALES","9101","TEMUCO","17","26","43"
"5613","COMPLEJO EDUCACIONAL LA GRANJA","9119","VILCUN","17","24","41"
"5614","ESCUELA LABRANZA","9101","TEMUCO","14","11","25"
"5620","C.E.I.A. SELVA SAAVEDRA","9101","TEMUCO","7","9","16"
"5622","ESCUELA BÁSICA BERNARDO ÑANKO","9205","LONQUIMAY","10","14","24"
"5623","ESCUELA TRUMPULO CHICO","9112","PADRE LAS CASAS","4","1","5"
"5624","ESCUELA METRENCO","9112","PADRE LAS CASAS","13","11","24"
"5625","ESCUELA TRUF-TRUF.","9112","PADRE LAS CASAS","8","12","20"
"5627","ESCUELA LAUREL HUACHO","9112","PADRE LAS CASAS","2","2","4"
"5631","ESCUELA LICANCO","9112","PADRE LAS CASAS","8","6","14"
"5632","ESCUELA REDUCCION MONTE VERDE","9101","TEMUCO","1","2","3"
"5634","ESCUELA NIRRIMAPU","9112","PADRE LAS CASAS","8","5","13"
"5638","ESCUELA COLPANAO","9112","PADRE LAS CASAS","5","5","10"
"5640","ESCUELA MOLLULCO","9101","TEMUCO","4","4","8"
"5645","ESCUELA BOYECO","9101","TEMUCO","14","21","35"
"5646","ESCUELA CHOMIO","9112","PADRE LAS CASAS","3","8","11"
"5647","ESCUELA COLLIMALLIN","9101","TEMUCO","7","1","8"
"5648","ESCUELA CHAPOD","9112","PADRE LAS CASAS","2","1","3"
"5649","ESCUELA FUNDO MAQUEHUE","9112","PADRE LAS CASAS","5","11","16"
"5824","ESC. BASICA NUMERO SEIS","9108","LAUTARO","43","32","75"
"5825","ESC. BASICA AMELIA GODOY","9108","LAUTARO","3","8","11"
"5827","ESCUELA IRENE FREI","9108","LAUTARO","5","16","21"
"5828","ESC. BASICA GUACOLDA","9108","LAUTARO","14","21","35"
"5829","ESCUELA LOS CACHORROS","9108","LAUTARO","22","37","59"
"5831","LICEO LOS CASTANOS","9108","LAUTARO","7","4","11"
"5832","ESC. BASICA NIERECO","9108","LAUTARO","7","8","15"
"5833","ESC. BASICA REWE KIMUN","9108","LAUTARO","8","6","14"
"5847","ESC. BASICA SANTA YOLANDA","9108","LAUTARO","3","2","5"
"5852","ESC. BASICA EL ESCUDO","9108","LAUTARO","7","0","7"
"5854","ESC. BASICA VEGA LARGA","9108","LAUTARO","6","5","11"
"5879","LICEO ISABEL POBLETE V.","9113","PERQUENCO","38","31","69"
"5896","ESCUELA JAPON","9119","VILCUN","6","6","12"
"5897","COLEGIO AMERICA","9119","VILCUN","29","24","53"
"5899","ESCUELA DAGOBERTO GODOY","9119","VILCUN","5","8","13"
"5901","ESC. BASICA VEGA REDONDA","9119","VILCUN","6","9","15"
"5902","ESCUELA MARTIN ALONQUEO PIUTRIN","9119","VILCUN","7","16","23"
"5905","ESC. BASICA COLLIN ALTO","9119","VILCUN","7","6","13"
"5957","LICEO MUNICIPAL ATENEA","9103","CUNCO","22","19","41"
"5959","LICEO ARTURO VALENZUELA","9103","CUNCO","8","5","13"
"5960","ESCUELA BASICA LAS HORTENCIAS","9103","CUNCO","7","4","11"
"5970","ESCUELA VIDA Y PAZ","9103","CUNCO","4","4","8"
"5990","ESCUELA BASICA QUECHEREHUE","9103","CUNCO","7","6","13"
"6005","ESCUELA AURORA DE CHILE","9103","CUNCO","5","0","5"
"6027","COMPLEJO EDUCACIONAL MONSEÑOR FRCO. VALDES S","9104","CURARREHUE","16","17","33"
"6029","ESCUELA RUCA MANKE","9104","CURARREHUE","8","3","11"
"6030","ESCUELA JERONIMO NECULPAN","9104","CURARREHUE","3","4","7"
"6036","ESCUELA LICANCURA","9104","CURARREHUE","2","2","4"
"6052","ESCUELA CARLOS HOLZAFEL","9115","PUCON","17","31","48"
"6053","ESCUELA JOSE MIGUEL MARTINEZ SOTO","9115","PUCON","4","4","8"
"6056","ESCUELA BASICA MUNICIPAL DE EL CLARO","9115","PUCON","15","13","28"
"6060","ESC. BASICA VILLA SAN PEDRO","9115","PUCON","4","4","8"
"6066","ESC. BASICA CARILEUFU","9115","PUCON","10","10","20"
"6069","ESC.BASICA PAILLACO","9115","PUCON","8","10","18"
"6084","LICEO BICENTENARIO ARAUCANÍA","9120","VILLARRICA","43","26","69"
"6086","ESCUELA JOSE ABELARDO NUNEZ","9120","VILLARRICA","15","17","32"
"6087","ESCUELA ALEXANDER GRAHAM BELL","9120","VILLARRICA","19","21","40"
"6088","ESCUELA VALENTIN LETELIER","9120","VILLARRICA","17","19","36"
"6089","ESCUELA VOIPIR DE NANCUL","9120","VILLARRICA","5","11","16"
"6090","ESCUELA MARIANO LATORRE","9120","VILLARRICA","15","23","38"
"6092","ESCUELA EPUKLEI","9120","VILLARRICA","6","6","12"
"6093","ESCUELA MOLCO ALTO","9120","VILLARRICA","1","2","3"
"6107","ESCUELA CONQUIL","9120","VILLARRICA","0","1","1"
"6108","ESCUELA MANANTIAL","9120","VILLARRICA","3","4","7"
"6164","ESCUELA JUAN SEGUEL","9105","FREIRE","20","27","47"
"6165","ESCUELA RAIMAPU","9105","FREIRE","18","20","38"
"6166","ESCUELA LA ESPERANZA","9105","FREIRE","5","10","15"
"6170","ESCUELA ARMANDO QUINTULEN","9105","FREIRE","3","5","8"
"6178","ESCUELA BASICA QUETROCO","9105","FREIRE","2","2","4"
"6179","ESCUELA RURAL EL LLIUCO","9105","FREIRE","1","4","5"
"6181","ESCUELA COIPUE","9105","FREIRE","8","3","11"
"6183","ESCUELA ALLIPEN","9105","FREIRE","6","5","11"
"6223","LICEO DE CIENCIAS Y HUMANIDADES","9114","PITRUFQUEN","2","6","8"
"6224","ESCUELA UNION LATINOAMERICANA","9114","PITRUFQUEN","30","28","58"
"6225","ESCUELA JUAN BTA. CHESTA CH.","9114","PITRUFQUEN","13","15","28"
"6227","ESCUELA LAS AMERICAS","9114","PITRUFQUEN","10","7","17"
"6230","LICEO MUNICIPAL LA FRONTERA","9114","PITRUFQUEN","8","13","21"
"6231","ESC. BASICA LOS GALPONES","9114","PITRUFQUEN","1","5","6"
"6237","ESCUELA NUEVO HORIZONTE","9114","PITRUFQUEN","2","2","4"
"6251","ESCUELA RESERVA FORESTAL MAHUIDANCHI","9114","PITRUFQUEN","1","2","3"
"6270","LICEO JOSE VICTORINO LASTARRIA","9107","GORBEA","12","6","18"
"6271","ESCUELA BASICA CINCO","9107","GORBEA","5","12","17"
"6272","ESCUELA BASICA LICARAYEN","9107","GORBEA","13","7","20"
"6273","ESC.PRESBITERO JOSE AGUSTIN GOMEZ Z.","9107","GORBEA","29","19","48"
"6285","ESCUELA BASICA LOS PERALES","9107","GORBEA","13","21","34"
"6302","LICEO BICENTENARIO PADRE ALBERTO HURTADO CRUCHAGA","9109","LONCOCHE","34","19","53"
"6303","ESCUELA EGON ERNTS KEUTMANN BESGEN","9109","LONCOCHE","7","8","15"
"6304","ESCUELA ALBORADA","9109","LONCOCHE","44","68","112"
"6305","ESCUELA DOMITILA PINNA PARRA","9109","LONCOCHE","11","6","17"
"6319","ESCUELA ESMERALDA","9109","LONCOCHE","2","1","3"
"6349","ESCUELA AGUAS Y GAVIOTAS","9118","TOLTEN","23","18","41"
"6350","ESCUELA RAYEN LAFQUEN QUEULE","9118","TOLTEN","9","11","20"
"6351","ESCUELA EL SEMBRADOR","9118","TOLTEN","3","2","5"
"6352","ESCUELA AMANECER DE VILLA LOS BOLDOS","9118","TOLTEN","4","13","17"
"6397","LICEO MUNICIPAL BARROS ARANA","9117","TEODORO SCHMIDT","6","9","15"
"6398","ESCUELA NUEVA ALBORADA","9117","TEODORO SCHMIDT","22","20","42"
"6399","ESCUELA HORIZONTES","9117","TEODORO SCHMIDT","14","10","24"
"6452","LICEO REINO DE SUECIA","9116","SAAVEDRA","18","8","26"
"6454","ESCUELA BASICA COLLICO RANCO","9116","SAAVEDRA","5","5","10"
"6455","ESCUELA BASICA BARTOLO LLANCALEO","9116","SAAVEDRA","2","5","7"
"6456","ESCCUELA BASICA INALAFQUEN","9116","SAAVEDRA","3","1","4"
"6457","ESC. BASICA AUGUSTO WINTER TAPIA","9116","SAAVEDRA","7","8","15"
"6459","ESC. BASICA ANTONIO LADINO","9116","SAAVEDRA","3","5","8"
"6495","ESCUELA RUCA RAQUI","9116","SAAVEDRA","2","1","3"
"6497","COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON","9102","CARAHUE","6","16","22"
"6499","ROMILIO ADRIAZOLA","9102","CARAHUE","15","8","23"
"6500","ESCUELA DARIO SALAS DIAZ","9102","CARAHUE","37","29","66"
"6501","ESCUELA BASICA KIM RUKA","9102","CARAHUE","28","37","65"
"6502","ESCUELA BASICA NEHUENTUE","9102","CARAHUE","5","2","7"
"6504","ESCUELA TRANAPUENTE","9102","CARAHUE","6","8","14"
"6518","ESCUELA BASICA EL MANZANO","9102","CARAHUE","2","2","4"
"6528","ESCUELA BASICA BAJO YUPEHUE","9102","CARAHUE","5","5","10"
"6585","LICEO LUIS GONZALEZ VASQUEZ","9111","NUEVA IMPERIAL","19","18","37"
"6586","LICEO JAMES MUNDELL","9121","CHOLCHOL","16","25","41"
"6587","ESCUELA ALEJANDRO GOROSTIAGA","9111","NUEVA IMPERIAL","29","43","72"
"6588","ESCUELA REPUBLICA","9111","NUEVA IMPERIAL","13","7","20"
"6589","ESCUELA JUAN XXIII","9111","NUEVA IMPERIAL","18","13","31"
"6593","ESCUELA BASICA EL CRUCERO","9111","NUEVA IMPERIAL","3","3","6"
"6604","ESCUELA LOS CARRERA","9108","LAUTARO","20","18","38"
"6708","LICEO GREGORIO URRUTIA","9106","GALVARINO","4","3","7"
"6709","ESCUELA MUNICIPAL RIO QUILLEN","9106","GALVARINO","20","14","34"
"6710","ESCUELA BASICA DE LA PIEDRA","9106","GALVARINO","8","6","14"
"6711","ESCUELA BASICA MANIUCO","9106","GALVARINO","4","3","7"
"6712","ESCUELA SAN JUAN DE AILLINCO","9106","GALVARINO","8","7","15"
"6714","ESCUELA MUNICIPAL DE LLUQUENTUE","9106","GALVARINO","2","6","8"
"6716","ESC. BASICA QUETRE","9106","GALVARINO","3","2","5"
"6718","ESCUELA BASICA DE EL CAPRICHO","9106","GALVARINO","6","6","12"
"6721","ESCUELA REDUCCION PANGUECO","9106","GALVARINO","0","3","3"
"6725","ESCUELA DE HUAMPOMALLIN","9106","GALVARINO","4","4","8"
"6726","ESCUELA BASICA SANTA MARGARITA","9106","GALVARINO","2","3","5"
"6731","ESCUELA  BASICA PELANTARO","9106","GALVARINO","1","1","2"
"6732","ESC. BASICA FORTIN NIELOL","9106","GALVARINO","3","5","8"
"6739","ESCUELA MUNICIPAL  NILPE","9106","GALVARINO","2","1","3"
"6754","LICEO ARMANDO ROBLES RIVERA","14101","VALDIVIA","37","29","66"
"6759","ESCUELA CHILE","14101","VALDIVIA","18","35","53"
"6762","ESCUELA MEXICO","14101","VALDIVIA","70","0","70"
"6764","ESCUELA ESPANA","14101","VALDIVIA","24","35","59"
"6765","COLEGIO DEPORTIVO MUNICIPAL DE VALDIVIA","14101","VALDIVIA","6","8","14"
"6766","COLEGIO TENIENTE HERNAN MERINO CORREA","14101","VALDIVIA","33","47","80"
"6767","ESCUELA LEONARDO DA VINCI","14101","VALDIVIA","9","22","31"
"6770","COLEGIO DE MUSICA JUAN SEBASTIAN BACH","14101","VALDIVIA","15","23","38"
"6772","C.E.I.A. NARCISO GARCIA BARRIA","10101","PUERTO MONTT","5","4","9"
"6773","ESCUELA LAS ANIMAS","14101","VALDIVIA","12","16","28"
"6774","ESCUELA EL LAUREL","14101","VALDIVIA","18","18","36"
"6777","ESCUELA FEDOR M.DOSTOIEVSKI","14101","VALDIVIA","17","18","35"
"6780","ESCUELA FERNANDO SANTIVAN","14101","VALDIVIA","11","18","29"
"6781","ESCUELA ALEMANIA","14101","VALDIVIA","10","16","26"
"6785","ESCUELA ANGACHILLA","14101","VALDIVIA","8","16","24"
"6787","CENTRO EDUC.ADULTOS LUIS MOLL BRIONES","14101","VALDIVIA","4","19","23"
"6791","ESCUELA DE NIEBLA JUAN BOSCH","14101","VALDIVIA","18","16","34"
"6793","ESCUELA RURAL HUELLELHUE","14101","VALDIVIA","2","1","3"
"6797","ESCUELA RURAL CURINANCO","14101","VALDIVIA","3","2","5"
"6814","ESCUELA RURAL MISION DE ARIQUE","14101","VALDIVIA","0","4","4"
"6852","ESCUELA RURAL JOSE ARNOLDO BILBAO","14106","MARIQUINA","5","9","14"
"6853","LICEO POLITECNICO PESQUERO","14106","MARIQUINA","6","2","8"
"6876","ESCUELA FRAY BERNABE DE LUCERNA","14106","MARIQUINA","3","3","6"
"6886","ESCUELA VALLE DE MARIQUINA","14106","MARIQUINA","37","36","73"
"6898","ESCUELA FELIPE BARTHOU CORBEAUX","14103","LANCO","5","12","17"
"6899","LICEO   REPUBLICA DEL BRASIL","14103","LANCO","11","18","29"
"6903","ESCUELA RURAL PUQUINE BAJO","14103","LANCO","4","1","5"
"6916","ESCUELA ALBERTO CORDOVA LATORRE","14103","LANCO","10","22","32"
"6930","ESCUELA FRANCIA","14104","LOS LAGOS","30","20","50"
"6932","ESCUELA NEVADA","14104","LOS LAGOS","15","16","31"
"6933","ESCUELA RURAL FOLILCO","14104","LOS LAGOS","5","12","17"
"6934","ESCUELA NUEVA ESPANA","14104","LOS LAGOS","30","39","69"
"6935","ESCUELA RURAL ANTILHUE","14104","LOS LAGOS","4","3","7"
"6953","ESCUELA RURAL EL SALTO","14104","LOS LAGOS","5","7","12"
"6983","ESCUELA BASICA JOSE M. BALMACEDA F.","14202","FUTRONO","36","33","69"
"6984","ESCUELA RURAL NONTUELA","14202","FUTRONO","8","8","16"
"7003","ESCUELA RURAL CURRINE","14202","FUTRONO","6","8","14"
"7016","ESCUELA BASICA DE CORRAL","14102","CORRAL","27","32","59"
"7020","ESCUELA RURAL CARBONEROS","14102","CORRAL","2","5","7"
"7023","ESCUELA RURAL LA AGUADA","14102","CORRAL","7","13","20"
"7031","LICEO GABRIELA MISTRAL","14105","MAFIL","26","25","51"
"7049","CENTRO EDUCATIVO FERNANDO SANTIVAN","14108","PANGUIPULLI","19","12","31"
"7050","ESCUELA MARIA ALVARADO GARAY","14108","PANGUIPULLI","9","15","24"
"7059","ESCUELA MANUEL ANABALÓN SÁEZ","14108","PANGUIPULLI","18","26","44"
"7061","ESCUELA RURAL LA RINCONADA","14108","PANGUIPULLI","7","12","19"
"7062","ESCUELA RURAL PULLINQUE","14108","PANGUIPULLI","9","5","14"
"7063","ESCUELA RURAL HUELLAHUE","14108","PANGUIPULLI","10","7","17"
"7064","ESCUELA BASICA REPUBLICA DE CHILE","14108","PANGUIPULLI","5","5","10"
"7083","ESCUELA RURAL BOCATOMA","14108","PANGUIPULLI","3","2","5"
"7085","COMPLEJO EDUCACIONAL TIERRA DE ESPERANZA","14108","PANGUIPULLI","6","7","13"
"7086","ESCUELA RURAL COIHUECO","14108","PANGUIPULLI","0","4","4"
"7100","ESCUELA RURAL LLONQUEN","14108","PANGUIPULLI","2","9","11"
"7128","COLEGIO DE CULTURA Y DIFUSION ARTISTICA","14201","LA UNION","31","24","55"
"7129","LICEO RECTOR ABDON ANDRADE COLOMA","14201","LA UNION","34","22","56"
"7130","ESCUELA  LA UNION","14201","LA UNION","18","21","39"
"7131","ESCUELA PRESIDENTE JORGE ALESSANDRI R.","14201","LA UNION","26","23","49"
"7133","ESCUELA RADIMADI","14201","LA UNION","12","21","33"
"7135","COLEGIO TECNICO PROFESIONAL N°1 HONORIO OJEDA VALDERAS","14201","LA UNION","2","2","4"
"7136","ESCUELA RURAL CATAMUTUN","14201","LA UNION","5","7","12"
"7137","ESCUELA RURAL CHOROICO","14201","LA UNION","6","5","11"
"7138","ESCUELA RURAL PUERTO NUEVO","14201","LA UNION","7","8","15"
"7140","ESCUELA RURAL LOS ESTEROS","14201","LA UNION","5","10","15"
"7142","ESCUELA RURAL CUINCO","14201","LA UNION","1","3","4"
"7147","ESCUELA RURAL HUILLINCO","14201","LA UNION","1","5","6"
"7157","ESCUELA RURAL TRAIGUEN","14201","LA UNION","1","8","9"
"7168","ESCUELA RURAL LLANCACURA","14201","LA UNION","1","0","1"
"7170","ESCUELA RURAL MASHUE","14201","LA UNION","0","6","6"
"7202","ESCUELA PROYECTO DE FUTURO","14107","PAILLACO","36","49","85"
"7203","ESCUELA OLEGARIO MORALES OLIVA","14107","PAILLACO","20","27","47"
"7204","ESCUELA NUEVA AURORA","14107","PAILLACO","9","7","16"
"7205","ESCUELA ROBERTO OJEDA TORRES","14107","PAILLACO","5","0","5"
"7206","ESCUELA RURAL 21 DE MAYO","14107","PAILLACO","15","16","31"
"7237","ESCUELA BASICA RIO BUENO","14204","RIO BUENO","35","26","61"
"7238","ESCUELA BASICA PATRICIO LYNCH","14204","RIO BUENO","10","10","20"
"7240","ESCUELA RURAL CRUCERO","14204","RIO BUENO","19","18","37"
"7242","ESCUELA RURAL VIVANCO","14204","RIO BUENO","3","10","13"
"7243","ESCUELA RURAL CARIMALLIN BAJO","14204","RIO BUENO","7","9","16"
"7244","ESCUELA RURAL COLONIA DIUMEN","14204","RIO BUENO","7","9","16"
"7250","ESCUELA RURAL VALLE MANTILHUE BAJO","14204","RIO BUENO","4","0","4"
"7252","ESCUELA RURAL MANTILHUE ALTO","14204","RIO BUENO","4","4","8"
"7260","ESCUELA RURAL CHAMPULLI","14204","RIO BUENO","10","4","14"
"7261","ESCUELA RURAL CHIRRE","14204","RIO BUENO","2","1","3"
"7273","ESCUELA RURAL EL ARRAYAN","14204","RIO BUENO","3","6","9"
"7299","LICEO ANTONIO VARAS","14203","LAGO RANCO","23","28","51"
"7301","ESCUELA RURAL ILIHUE","14203","LAGO RANCO","3","3","6"
"7303","ESCUELA RURAL RININAHUE","14203","LAGO RANCO","10","8","18"
"7325","LICEO CARMELA CARVAJAL DE PRAT","10301","OSORNO","68","41","109"
"7332","ESCUELA JUAN RICARDO SANCHEZ ASCENCIO","10301","OSORNO","9","19","28"
"7333","ESCUELA ESPAÑA","10301","OSORNO","18","17","35"
"7334","ESCUELA EFRAIN CAMPANA SILVA","10301","OSORNO","22","36","58"
"7335","ESCUELA  SUIZA","10301","OSORNO","11","8","19"
"7336","ESCUELA FUNDACION PAUL HARRIS","10301","OSORNO","11","13","24"
"7337","ESCUELA GARCIA HURTADO DE MENDOZA","10301","OSORNO","16","17","33"
"7338","ESCUELA LEONILA FOLCH LOPEZ","10301","OSORNO","28","42","70"
"7339","ESCUELA N.88 CANADA","10301","OSORNO","34","31","65"
"7340","ESCUELA CLAUDIO ARRAU","10301","OSORNO","18","18","36"
"7341","ESCUELA MONSEÑOR FRANCISCO VALDES SUBERCASEAUX","10301","OSORNO","16","14","30"
"7343","ESCUELA MEXICO DE MICHOACAN","10301","OSORNO","58","47","105"
"7346","ESCUELA N. 46 ITALIA","10301","OSORNO","33","38","71"
"7347","ESCUELA LAGO RUPANCO","10301","OSORNO","5","7","12"
"7348","ESCUELA CARLOS CONDELL","10301","OSORNO","28","26","54"
"7349","ESCUELA DE ARTES Y CULTURA OSORNO","10301","OSORNO","14","8","22"
"7352","ESCUELA SOCIEDAD DE SOCORRO DE SEÑORAS","10301","OSORNO","18","11","29"
